original_text,translated_text_en
"Kami yg buat bendang musim2 kemarau ni, dok pam air masuk bendang jenuh la nak beli petrol seliter dua. Kalau camni buat bendang sekali je la dlm setahun","We who make bendang this dry season, when the water pump enters the bendang is saturated, we want to buy two liters of petrol. If you want to do it only once a year"
Leceh. Naper tak senangkan lagi satu app terus? Nak nak org org tua bukan tech savvy pun. Apa laa,"Glutinous. Naper no longer enjoy one app all the time? I want old people, not even tech savvy. What?"
Apa yang kamu nampak tentang kos sara hidup.. Dari budak2 lagi pasal kos sara hidup ni.. Pergi Jumpa pakar mata kalau nampak,What do you see about the cost of living.. From the boys again about the cost of living.. Go see an eye specialist if you see
TAK PERLU KAD BARU..KAWAL RASUAH BERLUAS..LUASAAN,NO NEED FOR A NEW CARD..WIDE CONTROL OF CORRUPTION..WIDE
"Alhamdullah sekarang bila petang HUJAN jadi banyaklah kueh2 x habis jual x tamai tertipu,,","Alhamdullah, now when it rains in the evening, there are a lot of cakes that sell out, so don't be fooled."
"✨❤🔥🔥 Giveaway Sempena Raya! 🔥❤🔥✨ Cara-cara untuk sertai 👇🏻 Korang perlu pergi ke channel USER_MENTION , Komen pengalaman paling lawak masa puasa atau raya korang 🌙 dan jangan lupa gunakan hashtag FaktawRaya2025 untuk video shorts sepanjang bulan puasa ini. 🎬📲 * 5 pemenang akan dipilih secara random. 🎲 * 5 lagi pemenang akan dipilih berdasarkan komen yang paling lawak atau menarik! 😍 10 orang pemenang ini berpeluang memenangi hadiah keseluruhan bernilai RM1,000! ✨🎁 Good Luck korang dan selamat menonton 📺💪🏻🔥","✨❤🔥🔥 Raya Giveaway! 🔥❤🔥✨ How to participate 👇🏻 You need to go to the USER_MENTION channel, comment on your funniest experience during fasting or Raya 🌙 and don't forget to use the hashtag FaktawRaya2025 for video shorts throughout this fasting month. 🎬📲 * 5 winners will be chosen randomly. 🎲 * 5 more winners will be chosen based on the funniest or most interesting comments! 😍 These 10 winners have a chance to win a total prize worth RM1,000! ✨🎁 Good luck to you guys and enjoy watching 📺💪🏻🔥"
Aku org asli lebih suka lesen fizikal yg dulu senang tk susah kan rakyat..,I'm an original person who prefers a physical license that used to be easy and not difficult for the people..
PALE BUTOHHH APPS NI.. MENYUSAHKAN,PALE BUTOHHH THIS APPS.. IT'S TROUBLE
Jumaat lah PENGHULU SEGALA HARI ( JUMAAT AL BAROKAH ) DUA KHUTBAH AIDILFITRI DAN SOLAT JUMAAT .. MOGA MOGA JUMAAT 20/3/2026,Friday is the leader of every day (FRIDAY AL BAROKAH) TWO AIDILFITRI SERMONS AND FRIDAY PRAYERS.
pengumuman CUTI saja ke? APA LAGI BERITA GEMBIRA selain CUTI ?? BANTUAN AIDILFITRI RAKYAT ONE OFF ke ? KWSP ONE OFF ke ?? MANA ?? YG BERSORAK DALAM DEWAN TU ORG2 GOVERNMENT KE YG DPT BONUS RM500 pastu CUTI TAMBAHAN ?? BERITA GEMBIRA utk PENJAWAT AWAM LA NI KESELURUHANNNYA ?? RAKYAT YG TAK BEKERJA DI GOVERMENT DIBIARKAN MAKAN HATI DAN SAKIT HATI LAH ?? OHHHH MCM TU !! ..RAKYAT MALAYSIA WARGANEGARA MALAYSIA YG SAH HANYA YG BEKERJA DI KERAJAAN SAHAJA ..YG BUKAN KEJE DI KERAJAAN ADALAH RAKYAT PENCACAI MAKAN NAJIS YG TAK PERLU DI BERIKAN BERITA GEMBIRA LA ..YG KEJE DI KERAJAAN SAHAJA LAH YG AKAN KELUAR MENGUNDI PADA PRU MALAYSIA 2028 ?? RAKYAT YG TAK KEJE DALAM KERAJAAN TAK PERLU MENGUNDI LAH ?? OK NOTED !!,HOLIDAY announcement only? WHAT ELSE HAPPY NEWS apart from HOLIDAYS?? AIDILFITRI RAKYAT HELP ONE OFF? EPF ONE OFF?? WHERE?? THE GOVERNMENT ORGANS WHO ARE CHEATING IN THE HALL ARE THE ONES WHO GET RM500 BONUSES THEN EXTRA HOLIDAYS?? GOOD NEWS FOR ALL CIVIL SERVANTS?? PEOPLE WHO DON'T WORK IN THE GOVERNMENT ARE LEFT TO EAT THEIR HEARTS AND HEART PAIN?? OHHHH THAT MCM !! ..THE MALAYSIANS ARE LEGAL MALAYSIAN CITIZENS ONLY THOSE WHO WORK IN THE GOVERNMENT ..THE ONES WHO ARE NOT CRIMES IN THE GOVERNMENT ARE THE CRIMINAL PEOPLE WHO DON'T NEED TO BE GIVEN THE GOOD NEWS ..ONLY THE CRIMINALS IN THE GOVERNMENT WILL GO OUT TO VOTE IN THE 2028 MALAYSIA PRIVATE GOVERNMENT ?? THE PEOPLE WHO ARE NOT IN THE GOVERNMENT DON'T NEED TO VOTE?? OK NOTED !!
Mantap PMX! Hidup Anwar!,Well done PMX! Long live Anwar!
Hari Sabtu raya jo,Happy Saturday
Raya Sabtu ke Ahad.. Raya tahun ni,Raya Saturday to Sunday.. Raya this year
"Juz close stall, made noodles n sell.. delivery 🚚 to customer 😅😅😅","Juz close stall, made noodles n sell.. delivery 🚚 to customer 😅😅😅"
"Mujurlah aqu dari dulu x sokong, yang sokong tu 😂😂😂😂harap berubahlah😂😂😂😂😂","Fortunately, I have always supported it, those who support it 😂😂😂😂hope it will change😂😂😂😂😂"
Lama lama rosaklah Malaysia ni,Malaysia has been ruined for a long time
Antara fakta dan argumentasi orang Malaysia berbanding terbalik😂,The facts and arguments of Malaysians are reversed😂
Aku rekemen la korang datand bazar dekat cheras perdana dekat dengan station bandar tün husin oon.semua sedap harga berpatutan n puas hati,"I recommend that you come to the bazaar near Cheras Perdana, near the Tün Husin Oon town station. Everything is delicious, reasonable prices, and satisfied."
Berniaga la kerana Allah bukan kerana nafsu.,"Do business because of God, not because of lust."
"Org miskin asyik minta sedekah, org kaya bayar cukai yg tinggi. Jgn malas, kerja kuat, ramai org miskin bila kerja kuat dah jadi kaya.","Poor people busy asking for alms, rich people pay high taxes. Don't be lazy, work hard, many poor people become rich when they work hard."
Haramjadah betul benda menyusahkan,Haramjadah is really troublesome
👍🙏 bila negara makmur . rakyat pun senang sedikit.. dapat bantuan rakyat..duit tak di sakau oleh scammer pemimpin yg panggil mereka Pemimpin 😮,👍🙏 when the country is prosperous. the people are also a little happy.. they get help from the people.. money is not given by the leader scammers who call them Leaders 😮
Pusing2 rakyat bwh jugak yg kena adjust urusan perkakas utk hidup..yg di atas rasa ke tak kepayahan di lapangan? Lahanatttt,Are you worried about the people who have to adjust the appliances for living..does the one above feel like it is not difficult in the field? Wow
Hahaha tak lama dah tu nak tarik semua nye,Hahaha tak lama dah tu nak tarik semua nye
"jpj side business jual spare part lah uncle..mau cari makan ma, rasuah suah nak minta pasal orang bawa camera😂..","jpj side business sells spare parts uncle..want to find food ma, rasuah wants to ask if someone brings a camera😂.."
9:07 Buy a Transit card lah haiyaaaaa 🤣🤣🤣🤣,9:07 Buy a Transit card haiyaaaaa 🤣🤣🤣🤣
Tinguk dgr sir gomo punyer hnphone ..bkn dua tiga hri ..tpi 4 ..atau 5 hari pulaak..hri itu kata 2 ..3 hari ..😂,Look at Sir Gomo's cell phone...not two or three days...but 4...or 5 days anyway...the day is said to be 2...3 days...😂
Umum pemulangan wang dari scammer,General refunds from scammers
Mana hak orang yang diberi Peruntukan sebulan yang pasti dia tidak melebihi had koata haknya.😊,What is the right of a person who is given a month's allocation who is sure that he does not exceed the quota limit of his rights.😊
KALAU cuti kedah kelantan terengganu JUMAAT dan SABTU nak kira mcm mana? ada tambahan hari isnin juga ke,"IF you have to leave Kelantan, how do you calculate FRIDAY and SATURDAY? There is an extra Monday too"
Anak Bulan tidak kenampakan ke? Pakai teleskop?,Didn't the Moon Child appear? Using a telescope?
Kah kah kah🤣🤣🤣🤣apa yang diumumkan tu labu?,What is it? 🤣🤣🤣🤣 what did the pumpkin announce?
"Main tarik2, last2 ko kena tarik nanti.. kan mendapat. Gila munya aturan. Nak bagi, bagi je ler.","Playing with pulls, the last two will get pulled later... you'll get it. It's crazy how many rules there are. Want to share, share je ler."
Menyusahkan betul..aku try masuk x lepas2 aiyo..,It's really troublesome.. I tried to log in and it didn't work..
Alhamdulillah syukur biarpun sedikit .kita bersyukur yg sedikit nnti Allah tambah.. Allah yg mengetahui apa yg Allah tambah.janji.kita bersyukur apa yg ada,"Alhamdulillah, thank you even if it's a little. We are grateful for the little. God will add more.. God knows what God adds. Promise. We are grateful for what we have."
Aku benci Anwar Ibrahim.,I hate Anwar Ibrahim.
Perangai peniaga yang janji boleh je masak sangat memalukan. Fikir untung je tapi tak ada kualiti. Tak tahu masak jangan berniaga la.. Ni menipu namanya. Boikot je.,"The attitude of the merchant who promises to cook is very embarrassing. Think profit but no quality. If you don't know how to cook, don't do business.. I lied about my name. Boycott it."
"Aminah dan geng dah menyusahkan 950,000 pesara-pesara . Yang dia lawan kes mahkamah hanya untuk kepentingan diri dan geng dia yang bersara sebelum 2013 ( 531,000 pesara2). Tunggakan jika menang kes mahkamah (dah kalah) depa yang dapat. Baki 420,000 pesara2 yang bersara selepas 2013 tak dapat pun. Kenaikan tahunan 2% dah dimansuhkan sebab Aminah. Geng Aminah lemah mathematik. Hakim pun lemah juga. Tahun hadapan 2027 dan berikutnya dah tak ada kenaikan tahunan. Jika PMX budibicara dan prihatin bolehlah gantikan 2% yang dimansuhkan itu dengan 3-4% melalui mesyuarat kabinet.","Aminah and her gang have made it difficult for 950,000 retirees. The one he is fighting in the court case is only for the benefit of himself and his gang who retired before 2013 (531,000 retirees2). Delay if you win the court case (already lost) as much as you can. The remaining 420,000 retirees who retired after 2013 did not even get it. The 2% annual increase has been abolished because of Aminah. Aminah's gang is weak in math. The judge is also weak. Next year 2027 and the following year there will be no annual increase. If PMX is prudent and concerned, it can replace the 2% that was abolished with 3-4% through a cabinet meeting."
"sembang ja, harga barang naik juga walaupun madanon bg duit gula gula 🤣","chat, prices of goods are also rising even though madanon is for sugar money 🤣"
Rakyat mahu I madani 10k one off!!😂,People want me to pay 10k one off!!😂
Kan dah ada hat 300liter sebulan apa masalahnya,"I already have a 300 liter hat per month, what's the problem?"
Mau di negara manapun orang miskin seperti kita yang selalu jadi korban orang serakah demi kekayaan,"In any country, poor people like us are always victims of greedy people for wealth"
"Kategori lain dapat STR dan sara jumlah lebih daripada Rm600! Cuma bujang tak ada STR ,cuma dapat sara Rm600saja! Bantuan kerajaan tak pernah adil terhadap bujang!","Other categories get STR and support more than Rm600! Only single, no STR, only able to support Rm600! Government aid is never fair to singles!"
Tong boat & tong minyak mesin rumput no problem kan ?,"Boat barrels & lawn machine oil barrels are no problem, right?"
Minyak planta percuma minyak petrol 20 sen seliter,Planta oil free petrol oil 20 cents per liter
Murtabak area lrt cheras jg terbaik..isi padu ..sedap,Murtabak area lrt cheras is also the best..solid content..delicious
Xblh berfikir gune otak dh ke..atau dh x waras..lapas ni kne la bwk pam racun..mesin rumput..pam air..bwk bot.. g pam minyak..ape lah..btl2 menyusahkn rakyat..,I can't think I'm out of my mind.. or I'm not sane.. this prison is a poison pump.. a lawn machine.. a water pump.. a boat.. no oil pump.. what's the matter.. but it's bothering the people..
Pakai Peguam atau lawyer CTS Mont kiara level 3 KL,Use a lawyer or CTS Mont kiara level 3 KL lawyer
🎉PMX yg terbaik sekali lahh janji tak rasuah tak sakau 🙏 kerja Sepasukan demi negara makmur Dan rakyat senang sedikit 👍,"🎉 PMX is the best ever, promise no corruption, no worries 🙏 Team work for the sake of a prosperous country And the people are a little happy 👍"
Dari mula berkuasa..sampai la sekarang ni..pengumuman cuti tambahan je la..hahahahaha..PiYem al juboori di sukai rakyat malaysia yg bangang😂😂😂,From the beginning of power..until now..the announcement of additional holidays..hahahahahaha..PiYem al juboori is loved by the proud Malaysians😂😂😂
Jpj madani Duit duit duit duit,Jpj madani Money money money money
"Pernah beli barang Mysara . Harga tunai dgn harga Mysara tak sama, lagi mahal pakai mysara","Ever bought Mysara items. Cash price and Mysara price are not the same, it is more expensive to use mysara"
jika betul alhamdulillah..kerana rakyat malaysia sedang kepayahan dengan harga barang naik,"if it's true, thank God.. because Malaysians are struggling with the rising prices of goods"
Roti john ada tulang ayam.. Roti john crispy 😂😂,John's bread has chicken bones... John's bread is crispy 😂😂
Harap veteran tidak berpencen pun dapat manafaat,Hope non-pension veterans can also benefit
X mana nye kerja keras pada ramadan..jatuh prestasi..ngular sesaja..muka mencuka kat kaunter..kunun2 letih bak pikul balak..padahal lesu aircond selesa..,Where's the hard work in Ramadan.. performance falls.. it's just a fluke.. the face is sour at the counter.. you're tired like a log.. even though the aircond is comfortable..
Ada mata ada otak sebelum beli tengok dulu pakai otak untuk pilihan yang terbaik sebelum membuat pembelian sesuatu 😂😅😂..,"There are eyes and a brain before buying, look first, use your brain for the best choice before making a purchase 😂😅😂.."
Kalau nak buat semauh digital xpayah suruh orang download sejutah app buat semauh dalam satu.lagi satu buat app biar server laju bukan macam kacang pok.,"If you want to do as much digital as you want, you don't have to tell people to download a million apps to do as much as you want in one. Another one to make the app so that the server is fast, not like a pok nut."
Rasa sy cara had berapa liter subsidi dah baik. Org kaya mahupun org miskin tetap kena kurangkan penggunaan petrol. Cara hidup yg kena baiki. Kerajaan kena cari jalan utk dptkan alternatif utk kurangkan penggunaan petrol. Contohnya kuatkan insentif dan permudahkan pemasangan solar di bumbung rumah. Ini win-win utk semua.,"I think the method of limiting how many liters of subsidy is good. Both the rich and the poor still have to reduce the use of petrol. A way of life that needs to be improved. The government has to find a way to get an alternative to reduce the use of petrol. For example, strengthen incentives and facilitate the installation of solar on the roof of the house. This is a win-win for everyone."
Betul la tu mansuhkan je JPJ sebab dia bukan boleh tembak orang baik polis je jadi kuatkuasa semua tapi ada bahagian bahagian dia la. Sebab JPJ tak nampak fungsi dia melaikan kerja Lori dekat selekoh baru baru ni hampir kemalangan tu bahaya kan rakyat semata Mata. RAKYATJAGARAKYAT,"That's right, just abolish the JPJ because he can't shoot good people, the police are all powerful, but he has his part. Because JPJ doesn't see the function of him doing truck work near a new bend, it's almost an accident, it's a danger to the people, Mata. PEOPLE OF THE PEOPLE"
Ic chee kok fong hilang hari itu baru ckf buat ic baru,"Ic chee why did fong disappear that day, just ckf make a new ic"
Menteri kewangan Malaysia 2026,Malaysian finance minister 2026
dajal datang membawa segunung roti,Dajal came with a mountain of bread
sebulan 50 utk apa beli beras dan milo dah habis jd bujang pmx kata bujang takyah tolong bujang tak ada beban pun jd pru16 bujang ingat undi kerajaan yg bg bantuan utk bujang,"50 a month, why buy rice and milo? I'm already single. PMX says singles don't want to help singles. There's no burden. I'm single at 16. Remember the government vote that gives help to singles."
"T5, T10 ni of coz la kena tarik subsidy diaorg. Di banglo ada 5 biji kereta mewah, road tax insurance setahun mgkn dah 50k takkan nk petrol rm1. 99 kot. T-20 mgkn lani dah merasa, tapi klau Mercedez dia 250k bru keluar dr Cycle Carriage plat baru mmg patut kna tarik la subsisdy dia.","T5, T10 is of coz they have to withdraw diaorg's subsidy. There are 5 luxury cars in the bungalow, road tax insurance for a year is already 50k and I don't want petrol rm1. 99 coats. T-20 mgkn has already felt it, but if the Mercedez is 250k out of the Cycle Carriage, the new plate should be withdrawn from the subsidy."
Rafizi dah cakap dari tahun lalu lagi..tapi tak nak dengar.,Rafizi has said it since last year..but I don't want to listen.
Kalau org cakap bodoh nnt marah. Ni lah nama nya bodoh. Rase kan laa Sape yg nk sangat dia naik kan. Jadi nya susah nk bayar bil2 yg ada. Asik makan magie jela. Terbaik pada sapa yg undi dia. 👍👍👍 Syabas 👍👍👍👍👍👍👍,"If people say stupid things, they will get angry. That's a stupid name. Guess he's the one who really wants to go up, right? So it's difficult to pay existing bills. It's fun to eat magie jela. Best to whoever votes for him. 👍👍👍 Syabas 👍👍👍👍👍👍👍"
Rakyat bayar gaji ..rakyat boleh turunkn jpj.. Allahhuakhbar..,The people pay the salary .. the people can lower the jpj .. Allahhuakhbar..
"Dulu mmg best bila beli makanan di bazaar Ramadhan tapi bkn skrg.Sebab tu bila member2 ajak p beli makanan kt bazaar Ramadhan, saya menolak.Lg suka masak kt rumah or mkn kt kedai makan yg kita dah biasa pergi","It used to be best to buy food at the Ramadhan bazaar, but not now. That's why when people invite me to buy food at the Ramadhan bazaar, I refuse. I prefer to cook at home or eat at the restaurants we used to go to."
bujang sara rm 50 cukup stok beli sabun mandi dalam sebulan 😂. kalau berani cuba ubah bantuan yang berkeluarga takda str dan sara rm 50 baru bujang takda sakit hati.,"bachelor sara rm 50 is enough stock to buy bath soap in a month 😂. if you dare to try to change the help of a married person without str and sara rm 50, single will not be hurt."
saya tetap sokong pmx.Terbaik..Salute pmx always❤❤🎉,I still support pmx. The best.. Salute pmx always❤❤🎉
Uncle ni saya sokong sangat jadi menteri pengangkutan.. terbaik uncle..,I support this uncle very much to be the minister of transport.. the best uncle..
Yang penting ringgit berjaye..,The important thing is to win the ringgit..
Bawa perahu naik darat isi mnyk,Take the boat ashore with lots of stuff
Harap2 adalah pengumuman pengeluaran khas kwsp itu pun sudah cukup menggembirakan bg golongan pencarum yang sangat memerlukan pd waktu ini..,"Hopefully, the announcement of the special production of kwsp is already enough to please the group of contributors who are in dire need at this time.."
Semoga sara akan bertambah lagi dari semasa ke semasa kami alu -alukan demikian juga dengan STR .Tahniah PMX 🎉🎉🎉,Hopefully the sara will increase from time to time we welcome the same with STR. Congratulations PMX 🎉🎉🎉
Ketagih sangat makan RIBA masa puasa.,Very addicted to eating RIBA during fasting.
Kena tetapkan pendapatan T20 mengikut alamat kediaman kerana lain kawasan lain kos sara hidup..,Have to set the T20 income according to the residential address because the cost of living is different in other areas..
"saya tiap kali bln Ramadhan x prnah beli pun..masak sendiri jaa..lagi afdal utk keluarga,pahala berlipat kali ganda .","Every time during the month of Ramadhan, I never even buy it.. I cook it myself.. it's better for the family, the reward is multiplied."
ihhss Berkulat Kebersihan ..0//10..🤮🤮 .Dah Jorok Mahall Pula lgi,ihhss Moldy Cleanliness ..0//10..🤮🤮 .Dah Jorok Mahall Again
13:20 tarikh umum raya,13:20 public date
"Sempat lah basuh kipas, nk buat aiskrim goreng","Just had time to wash the fan, to make fried ice cream"
Saya suka laksa dgn speggeti carbonara 😊,I like laksa with spaghetti carbonara 😊
"Berapa banyak JPJ perkenalkan lesen baru setiap tahun,,360%","How many new licenses does JPJ introduce every year,,360%"
Mesti kena bayar lebih nie..apa2 pun terbaikk laaa jpj..,I have to pay more.. whatever is the best jpj..
Santan turun harga kot.. 😂😂😂,Coconut milk has dropped in price.. 😂😂😂
"Rakyat dah nak berdemonstrasi di jlnan baru terhegeh2 nak tangani kos sara hidup, sblm ni dah hampir 3 tahun papanon jd PM dok hoi2 sana, hoi2 sini subsidi ditarik, cukai dinaikkan & diperluaskan. Lupa kut !!","The people want to demonstrate on the streets, they are desperate to deal with the cost of living, it has been almost 3 years since Papanon became PM, the subsidies are withdrawn, the taxes are increased and expanded. Forget it!!"
"Mana nak,dapat qr code","Where do you want, get a qr code"
"Lesan bagi percuma aja utk rakyat mysia,warga asing patut kena bayaran.","Licenses are free for Malaysians, foreigners have to pay."
YAB perdana menteri untuk selamat jaga rakyat. Rakyat lebih ramai daripada pemimpin rakyat yang mengundi bukan semua rakyat suka kepada pemimpin,YAB prime minister for the safety of the people. The people are more than the leaders of the people who vote not all the people like the leader
Bujang pigi kawen cepat2 cari janda..sugar..tepung😂..kita minum milo!😂,"Single, get married quickly, find a widow..sugar..flour😂..we drink milo!😂"
Lori saya pun sita. Selepas timbang katanya nail barang berat. Saya pun pergi jumpa pegawai berkenaan katanya tunggu. Tidak boleh jumpa pegawai atasan. Katanya Lori saya akan lucut. Saya pun tidak faham undang JPJ. Akhirnya Tanya RM60 ribu untuk settle. Macam rasuah.,My truck was also confiscated. After weighing he said nail the heavy item. I went to see the officer and he said wait. Can't meet superiors. He said my truck will be forfeited. I don't even understand the JPJ law. Finally asked for RM60 thousand to settle. Kind of a bribe.
singapore dah lama guna cara ni.. id tunggal untuk individu masuk dlm website gov.. sbb nk elakkn org menyamar jd diri kita. singapore panggil singpass.,Singapore has been using this method for a long time... a single ID for individuals to enter the gov website... to avoid people impersonating us. Singapore call Singpass.
Yang kerajaan seleweng harga bahan api tak pula dihebohkan,The government's crooked fuel prices are not even hyped
"Negeri Kedah,ganu,kelate kalau raya pertama hari sabtu,cuti tambaham jumaat akan dibawak kepada Isnin.","In the states of Kedah, Ganu, Kelate, if the first Raya is on Saturday, the additional holiday on Friday will be brought to Monday."
Mnteri2 madani dap komunis pn tk pernah betul..kaki tangan madani pn lg tk pernah betul..,Madani and communist ministers have never been right.. Madani's hands have never been right..
"Warga mas bujang lebih perlu kan duit berbanding barang,mereka makan dikedai,bukan masak,sorang nak makan nak masak apa, top up lah dalam eWallet atau bank","Single people need money more than goods, they eat in stores, not cook, what do you want to eat, top up in your eWallet or bank"
Berita baik apanya str ekasih my sara tak lulus,"What's the good news, my dear friend Sara didn't pass"
Skali skala tak boleh ke bawak train? Teringin masa zaman sekolah 😂,Can't you bring the scale to the train? I miss my school days 😂
Ulang kembali viral makan Bazar..2019 tahun 2026 😅 sudah sudah la,Bazar eating viral again..2019 in 2026 😅 that's it
Dorang kopek spare parts..,You can afford spare parts..
Dpt bantuan alhmdllh tp knp pg bli brg takda plastik lagi ek teruk lah,"Got help, thank you, but why did I buy it, there's no plastic anymore, it's really bad"
siapa boleh dpt RM500?,who can get RM500?
